OBJECTID;COUNTRY;NAME;N_TURBINES;POWER_MW;STATUS;YEAR;COAST_DIST_M;AREA_SQKM;NOTES;Shape_Length;Shape_Area
263;United Kingdom;Hywind Scotland Pilot Park;5;30;Production;2017;22488,98939;15,40148686; ;0,208214362;0,002305877
264;United Kingdom; ;;2907;Approved;2022;61156,69751;860,3585126; ;1,7926977;0,125365657
265;United Kingdom; ;;2610;Approved;2022;79494,06907;858,4571909; ;2,022451171;0,125805704
266;United Kingdom; ;;1200;Approved;2022;115492,8703;279,8031744; ;1,170430248;0,041105488
267;United Kingdom; ;;2000;Approved;2022;93215,22855;859,8729403; ;1,774414208;0,128105494
268;United Kingdom; ;;798;Approved;2022;62863,16184;199,8755532; ;0,75067669;0,029861689
269;United Kingdom; ;;1008;Approved;2022;38410,92015;187,0845829; ;0,89178748;0,027625745
270;United Kingdom; ;;1008;Approved;2022;17230,85017;199,7368767; ;1,38314575;0,031073324
271;United Kingdom; ;;1000;Approved;2022;36900,43809;256,3016266; ;0,861862764;0,039473526
272;United Kingdom; ;;1000;Approved;2022;23311,17429;428,951268; ;1,201315177;0,06548829
273;United Kingdom; ;;500;Approved;2022;47477,53653;134,0560638; ;0,618858372;0,020447472
274;United Kingdom; ;;3000;Approved;2022;75714,70353;683,9885083; ;1,375839974;0,104323326
275;United Kingdom; ;;960;Approved;2022;74920,31679;330,6956383; ;0,958332321;0,050810197
276;United Kingdom; ;;2000;Approved;2022;4746,595093;656,5789506; ;1,570481373;0,102300202
277;United Kingdom; ;;1500;Approved;2022;26071,1652;389,6074534; ;1,407979382;0,060663484
278;United Kingdom; ;;495;Approved;2022;25206,43209;103,093599; ;0,554988172;0,016007226
279;United Kingdom; ;;840;Approved;2022;3564,138458;161,4163955; ;0,832381651;0,024771895
280;United Kingdom; ;;2000;Approved;2022;0;753,7458054; ;1,331892967;0,108540491
281;United Kingdom;W1;;;Planned;2020;0;753,7458064; ;1,331892967;0,108540491
282;United Kingdom;NE6;;;Planned;2020;33343,91374;698,6331973; ;1,425758511;0,106249237
283;United Kingdom;NE7;;;Planned;2020;75714,70353;683,9888331; ;1,375839972;0,104323326
284;United Kingdom;NE4;;;Planned;2021;22289,75252;441,6787645; ;1,232912822;0,067437763
285;United Kingdom;NE3;;;Planned;2020;36890,74902;264,507022; ;0,817893004;0,04074235
286;United Kingdom;NE2;;;Planned;2020;11200,92412;345,2042839; ;1,373264111;0,053698762
287;United Kingdom;N2;;;Planned;2020;25449,63934;561,369003; ;1,711145151;0,087301678
288;United Kingdom;Dogger Bank East Met Mast;1;;Dismantled;;210099,2264;0,195958914; ;0,019698754;2,75744E-05
289;United Kingdom;Dogger Bank West Met Mast;1;;Dismantled;;148406,4501;0,196102658; ;0,019627022;2,74367E-05
290;United Kingdom;East Anglia Southern Met Mast (1B);1;;Production;;56406,61939;0,195833173; ;0,018802699;2,57494E-05
291;Netherlands;Hollandse Kust (Noord);126;700;Approved;;18656,29801;290,261775; ;0,81253133;0,038559063
292;United Kingdom;N4;;;Planned;2020;2316,105257;200,1566567; ;0,882955285;0,030735176
293;United Kingdom;NE8;;;Planned;2020;74888,6927;338,5141128; ;0,973249855;0,051992503
294;United Kingdom;N3;;;Planned;2020;9457,333545;1106,354044; ;1,591722267;0,172263657
295;United Kingdom;N1;;;Planned;2020;3171,94357;1162,4273; ;1,817623334;0,181168869
296;United Kingdom;E3;;;Planned;2020;18800,84994;474,3421025; ;1,288568613;0,070086317
297;United Kingdom;E2;;;Planned;2020;59706,16582;1291,429348; ;2,84204521;0,192594162
298;United Kingdom;E1;;;Planned;2020;56455,63533;3743,866036; ;3,671120674;0,549038426
299;United Kingdom;Hornsea Project 2 (HOW02) Wind Farm;165;1386;Production;2022;89487,56761;462,1743944; ;1,7491203;0,063192257
300;United Kingdom;Robin Rigg East;30;84;Production;2010;8599,403372;9,858860918; ;0,17443831;0,001375732
301;United Kingdom;Robin Rigg West;30;90;Production;2010;8598,744072;8,475553408; ;0,158276675;0,001182332
302;United Kingdom;Inch Cape Offshore Wind Farm;110;784;Approved;;15147,34923;149,3278773; ;0,739036165;0,021772633
303;United Kingdom;Moray East Met Mast;;;Production;;26595,3636;0,031396395; ;0,008356256;4,7913E-06
304;United Kingdom;Methil Demo;1;7;Production;2013;43,24441345;0,023763185; ;0,00835391;3,436E-06
305;United Kingdom;Inch Cape Met Mast;1;;Approved;;22570,41121;0,7004693; ;0,038869255;0,000101988
306;United Kingdom;Forthwind Methil Demonstration;2;12;Approved;;1135,506438;0,377376753; ;0,052654484;5,45488E-05
307;United Kingdom;Beatrice Offshore Wind Farm;84;588;Production;2019;13391,57938;131,467189; ;0,654697579;0,020103013
308;United Kingdom;Beatrice OFTO;;;Production;;17623,17522;0,062792151; ;0,016736647;9,60163E-06
309;United Kingdom;Aberdeen Offshore W/F;11;97;Production;2018;1340,288887;20,01430062; ;0,249356786;0,002975306
310;United Kingdom;Buchan Deep Demo;;30;Production;;22388,56738;15,39768847; ;0,208187412;0,002305295
311;United Kingdom;Pentland Floating Offshore Wind Farm;;100;Planned;;7664,58739;10,00746352; ;0,158027054;0,001547737
312;United Kingdom;Robin Rigg OFTO;;;Production;;11704,87129;0,085867275; ;0,018747711;1,19776E-05
313;United Kingdom;Inch Cape OFTO;;;Approved;;25,23290947;105,2205699; ;2,972066754;0,015254147
314;United Kingdom;Berwick Bank;;2300;Planned;;43344,99268;654,862696; ;1,424257231;0,094975421
315;United Kingdom;Kincardine;6;50;Production;2021;14143,52439;25,37893888; ;0,260269871;0,003750704
316;United Kingdom;Moray East OFTO;;;Construction;;88,12962566;20,51149722; ;1,633205752;0,003107417
317;United Kingdom;Moray Offshore Windfarm (East);;953;Production;;22264,18871;293,0937669; ;1,456378325;0,04473257
318;United Kingdom;Marr Bank Wind Farm;;1800;Planned;;30902,3576;786,3375507; ;1,524123294;0,114222102
319;United Kingdom;Neart Na Gaoithe Offshore Wind;54;432;Construction;;15363,83114;102,6280645; ;0,718182021;0,014872928
320;United Kingdom;Neart na Gaoithe OFTO;;;Construction;;20179,41715;0,035306393; ;0,0120763;5,11634E-06
321;United Kingdom;Seagreen Phase 1 OFTO;;;Construction;;41169,57232;0,785331701; ;0,040511559;0,000114776
322;United Kingdom;Seagreen Phase 1A OFTO;;500;Approved;;33,47316654;120,4709403; ;3,452365166;0,017533142
323;United Kingdom;Seagreen Phase 1 Windfarm;;1140;Construction;;26763,01902;331,6690927; ;1,692394672;0,048509635
324;United Kingdom;Seagreen 1A Offshore Wind Farm;;360;Approved;;32431,59226;58,64461956; ;0,463971567;0,008565016
325;United Kingdom;Berwick Bank OFTO;;;Planned;;0;806,907052; ;3,530368566;0,11688525
326;United Kingdom;Bowdun Offshore Wind Farm;;1008;Planned;;38410,92088;187,0845836; ;0,891787478;0,027625745
327;United Kingdom;Scoprojco1 TBC;;2610;Planned;;79494,06993;858,4571913; ;2,022451171;0,125805704
328;United Kingdom;Buchan Offshore Wind Farm;;960;Planned;;74920,31745;330,6956393; ;0,95833232;0,050810197
329;United Kingdom;Stromar;;1000;Planned;;36900,43884;256,3016268; ;0,861862763;0,039473526
330;United Kingdom;Broadshore;;500;Planned;;47477,53696;134,0560641; ;0,618858374;0,020447472
331;United Kingdom;Bellrock;;1200;Planned;;115492,8711;279,8031741; ;1,170430247;0,041105488
332;United Kingdom;Marram;;3000;Planned;;75714,70441;683,9885102; ;1,375839975;0,104323326
333;United Kingdom;MachairWind;;2000;Planned;;0;753,7458074; ;1,331892968;0,108540492
334;United Kingdom;Campion;;2000;Planned;;93215,22944;859,872942; ;1,774414209;0,128105494
335;United Kingdom;Ayre Offshore Wind Farm;;1008;Planned;;17230,85052;199,7368767; ;1,383145751;0,031073324
336;United Kingdom;Spiorad na Mara;;840;Planned;;3564,138714;161,4163975; ;0,832381653;0,024771895
337;United Kingdom;Magnora TBC;;495;Planned;;25206,43218;103,0936001; ;0,554988174;0,016007226
338;United Kingdom;Mara Mhor Offshore Wind Farm;;798;Planned;;62863,16277;199,8755539; ;0,750676691;0,029861689
339;United Kingdom;Havbredey;;1500;Planned;;26071,16531;389,6074545; ;1,407979383;0,060663484
340;United Kingdom;West of Orkney Wind Farm;;2000;Planned;;4746,595291;656,5789518; ;1,570481375;0,102300202
341;United Kingdom;Caledonia Offshore Wind Farm;;1000;Planned;;23311,17488;428,9512687; ;1,201315178;0,06548829
342;United Kingdom;Shetland Offshore Wind;;500;Planned;;32313,22679;99,99763731; ;0,542831128;0,016320265
343;United Kingdom;Shetland NE1 Ocean Winds;;500;Planned;;22486,0884;100,2573503; ;0,593952316;0,016217702
344;United Kingdom;Arven Offshore Wind Farm;;1800;Planned;;24101,6612;359,8859271; ;1,076449235;0,058397889
345;United Kingdom;Moray West OFTO;;;Approved;;25994,09709;0,003909627; ;0,004166041;5,95044E-07
346;United Kingdom;Moray West;;950;Approved;;22186,64743;225,1620541; ;0,939658669;0,034283697
347;United Kingdom;Morven;;2907;Planned;;61156,69797;858,8334554; ;1,792705334;0,125759795
348;United Kingdom;Walney 2;51;184;Production;2012;17774,48916;45,88103461; ;0,333628731;0,00629669
349;United Kingdom;Walney 1;51;184;Production;2011;14160,94713;27,16035734; ;0,278587565;0,00372376
350;United Kingdom;West of Duddon Sands;108;388,8;Production;2014;13988,57405;66,88171396; ;0,411103248;0,00915896
351;United Kingdom;Barrow;30;90;Production;2006;7261,238716;9,990274057; ;0,16341456;0,001368458
352;United Kingdom;Ormonde;30;150;Production;2012;9148,983197;9,931850268; ;0,164164509;0,001363583
353;United Kingdom;Rhyl Flats;25;90;Production;2009;7767,8335;9,734691944; ;0,194365752;0,001314623
354;United Kingdom;Gwynt y Mor;160;576;Production;2015;12389,26977;68,03172392; ;0,587518351;0,009202059
355;United Kingdom;Burbo Bank Extension;32;256;Production;2017;6874,85929;39,66650429; ;0,425338466;0,00536771
356;United Kingdom;Burbo Bank;25;90;Production;2007;6074,823081;9,946996495; ;0,171776338;0,001346419
357;United Kingdom;Gunfleet Sands I;30;108;Production;2010;6296,740808;9,995124907; ;0,174832641;0,001300264
358;United Kingdom;Gunfleet Sands II;18;65;Production;2010;8298,475544;5,813121413; ;0,210601632;0,000756782
359;United Kingdom;Gunfleet Sands Demo;2;12;Production;2013;8297,731671;2,548661352; ;0,079412643;0,000331362
360;United Kingdom;Kentish Flats;30;90;Production;2005;8371,66997;9,952279555; ;0,175896575;0,001287081
361;United Kingdom;Kentish Flats Extension;15;49,5;Production;2015;7542,703377;8,281010134; ;0,239856348;0,001070978
362;United Kingdom;London Array;175;630;Production;2013;20451,27691;122,4787615; ;0,49351946;0,015896431
363;United Kingdom;Thanet;100;300;Production;2010;10851,36499;34,96376468; ;0,288737163;0,004518953
364;United Kingdom;Greater Gabbard;140;504;Production;2012;24843,21183;146,2310086; ;0,74394445;0,019088603
365;United Kingdom;Scroby Sands;30;60;Production;2004;1857,623781;8,906036779; ;0,137572354;0,001182395
366;United Kingdom;Sheringham Shoal;88;316,8;Production;2012;16753,78977;34,98514086; ;0,342227056;0,004697131
367;United Kingdom;Lincs;75;270;Production;2013;6335,021118;38,31066121; ;0,383804855;0,005150155
368;United Kingdom;Dudgeon;67;402;Production;2017;32058,46828;55,16120805; ;0,383729582;0,007428612
369;United Kingdom;Race Bank;46;289,8;Production;2018;26592,70638;62,38046637; ;0,456460358;0,008402339
370;United Kingdom;Humber Gateway;73;219;Production;2015;8025,892311;26,53403157; ;0,260721432;0,003605233
371;United Kingdom;Westermost Rough;35;210;Production;2015;8021,924591;34,92538989; ;0,293937907;0,004763037
372;United Kingdom;Lynn;27;97,2;Production;2008;5305,396765;7,883168721; ;0,145618468;0,001058427
373;United Kingdom;Inner Dowsing;27;97;Production;2009;5056,702987;8,807301247; ;0,149660156;0,001183949
374;United Kingdom;Teesside;27;62,1;Production;2013;979,6890302;4,322632312; ;0,130484015;0,000601502
375;United Kingdom;Blyth;2;4;Dismantled;2000;489,9037504;0,40240507;2013;0,030845415;5,66761E-05
376;United Kingdom;Galloper;56;353;Production;2018;28256,01724;113,6536382; ;0,819425495;0,014838051
377;United Kingdom;Hornsea Project Four (HOW04);180;1000;Planned;;65413,65766;846,4307583; ;1,93513844;0,115965321
378;United Kingdom;Hornsea Project Three (HOW03);300;2400;Approved;;121136,5221;696,3702283; ;1,501503311;0,095174233
379;United Kingdom;East Anglia Two;;800;Approved;;29719,37411;255,5553974; ;0,815928384;0,033512724
380;United Kingdom;East Anglia One North;;800;Approved;;36100,72387;208,1139757; ;0,736200539;0,027462877
381;United Kingdom;East Anglia Three;95;1330;Construction;;67758,58886;305,4738799; ;0,911320954;0,040629356
382;United Kingdom;Rampion;116;400,2;Production;2018;13311,17331;77,86709126; ;0,453074759;0,009899933
383;United Kingdom;Walney Extension 3;40;330;Production;2018;26722,35186;49,18058878; ;0,397277256;0,00675845
384;United Kingdom;Walney Extension 4;47;329;Production;;19810,47205;100,0655822; ;0,683834693;0,013748616
385;United Kingdom;Blyth Demonstration Phases 2&3;10;58,4;Approved;;5415,667203;15,16589693; ;0,313631441;0,002138584
386;United Kingdom;Dogger Bank C;100;1200;Construction;;195786,1194;560,5565085; ;1,313385854;0,078707875
387;United Kingdom;Sofia;100;1400;Construction;;164933,3442;593,6505072; ;1,248527404;0,083326236
388;United Kingdom;Dogger Bank A;100;1200;Construction;;130997,9011;515,5550632; ;1,340457515;0,071921815
389;United Kingdom;Dogger Bank B;100;1200;Construction;;130974,643;599,2832111; ;1,189022457;0,084106075
390;United Kingdom;Hornsea 1 (East);;;Production;;111016,4645;129,3111381; ;0,70863543;0,017659316
391;United Kingdom;Hornsea 1 (West);;;Production;;102222,2661;119,0923233; ;0,642439526;0,016274607
392;United Kingdom;Hornsea 1 (Centre);;;Production;;105688,2867;158,7973114; ;0,785709635;0,021699314
393;United Kingdom;East Anglia One;102;714;Production;2020;50593,60322;150,1313726; ;0,565147245;0,019750481
394;United Kingdom;Triton Knoll;30;285;Production;2022;32338,25709;149,5083499; ;0,700165029;0,020228998
395;United Kingdom;Blyth Demo Phase 1;5;41,5;Production;2017;5280,018891;3,636674853; ;0,113676661;0,000512137
396;United Kingdom;Hornsea Project 2 - Phase 2 (Soundmark);;;Production;;91854,07281;133,2734081; ;0,601541005;0,01823978
397;United Kingdom;Hornsea Project 2 - Phase 3 (Sonningmay);;;Production;;89487,56675;138,3769064; ;0,628229809;0,018910336
398;United Kingdom;North Hoyle;30;60;Production;2003;7241,337323;9,642919961; ;0,163782508;0,001303149
399;United Kingdom;Dudgeon Extension;;402;Planned;;26912,03922;103,5374283; ;0,978659375;0,013945519
400;United Kingdom;Awel y Mor;;576;Planned;;10632,73932;106,4594546; ;0,824398886;0,014369285
401;United Kingdom;Erebus Floating Wind Demo;;;Planned;;30230,62355;43,5653551; ;0,302815098;0,00563346
402;United Kingdom;Five Estuaries;;353;Planned;;37460,63128;148,6513726; ;0,989240802;0,019415029
403;United Kingdom;Sheringham Shoal Extension;;317;Planned;;15937,1449;92,64903321; ;0,620582961;0,012432031
404;United Kingdom;North Falls;;504;Planned;;22379,5174;150,059611; ;1,20343399;0,019531609
405;United Kingdom;Rampion 2 (Rampion Extension);;400;Planned;;13295,65265;149,3510881; ;0,729349959;0,018978399
406;United Kingdom;Rampion 2 (Zone 6);;;Planned;;13443,56382;164,6339309; ;0,767133163;0,020926289
407;United Kingdom;R4 Project 1 (Dogger Bank South West);;1500;Planned;;99535,12028;495,1684287; ;1,223747608;0,068882815
408;United Kingdom;R4 Project 2 (Dogger Bank South East);;1500;Planned;;122243,6059;493,9084118; ;1,160717174;0,068483778
409;United Kingdom;R4 Project 3 (Outer Dowsing);;1500;Planned;;53289,45358;499,8601049; ;1,239830554;0,067789388
410;United Kingdom;R4 Project 4 (Mona);;1500;Planned;;28332,5384;497,8297713; ;1,249795969;0,06775474
411;United Kingdom;R4 Project 5 (Morecambe);;480;Planned;;28661,29921;125,7341306; ;0,602218831;0,017146066
412;United Kingdom;R4 Project 6 (Morgan);;1500;Planned;;22273,88331;322,431306; ;0,982458981;0,044176722
413;United Kingdom;Wave Hub;;20;Planned;;15166,74677;7,961054381; ;0,128784202;0,001005847
414;United Kingdom;Norfolk Vanguard East;;;Approved;;69902,56358;578,198113; ;1,6077079;0,077172177
415;United Kingdom;Norfolk Boreas;;1800;Planned;;73178,96864;452,0318977; ;1,218368258;0,060645455
416;United Kingdom;Norfolk Vanguard West;;;Approved;;47493,02145;295,1590999; ;0,824137176;0,039413459
417;United Kingdom;Hornsea Project 2 - Phase 1 (Breesea);;;Production;;104314,0606;162,8209128; ;1,167302053;0,022287866
418;Finland; ;;;Planned;;71326,98434;528,2211434; ;1,140665397;0,089260736
419;Finland; ;;;Planned;;6332,813153;381,5630933; ;1,248418739;0,073520545
420;Finland; ;;;Planned;;17381,28448;122,4073976; ;0,672907005;0,019446755
421;Finland; ;;;Planned;;41757,94182;114,7653107; ;0,548269784;0,01809706
422;Finland; ;;;Planned;;5823,6378;59,7627315; ;0,567615391;0,011180349
423;Finland; ;;;Planned;;14713,49352;89,30908592; ;0,792656159;0,016693194
424;Finland; ;;;Planned;;5863,261538;65,78531311; ;0,429229161;0,011294474
425;Finland; ;;;Planned;;9742,209227;113,8634685; ;0,559415524;0,021565205
426;Finland; ;;;Planned;;16561,92617;109,266767; ;0,738077322;0,020692112
427;Finland; ;;;Planned;;27667,04512;203,6183132; ;0,86858441;0,038647829
428;Finland; ;;;Planned;;20982,20509;145,2527012; ;0,623663935;0,024730394
429;Finland; ;;;Planned;;7477,242066;98,13125046; ;0,526424911;0,016636895
430;Finland; ;;;Planned;;13737,1137;85,43797289; ;0,485908075;0,01426861
431;Finland; ;;;Planned;;12662,97858;259,7238505; ;1,656594177;0,047118352
432;Finland; ;;;Planned;;3738,986125;685,3176116; ;1,730145323;0,120007911
433;Finland; ;;;Planned;;71326,98434;528,2211434; ;1,140665397;0,089260736
434;Finland; ;;;Planned;;6332,813153;381,5630933; ;1,248418739;0,073520545
435;Finland; ;;;Planned;;17381,28448;122,4073976; ;0,672907005;0,019446755
436;Finland; ;;;Planned;;41757,94182;114,7653107; ;0,548269784;0,01809706
437;Finland; ;;;Planned;;5823,6378;59,7627315; ;0,567615391;0,011180349
438;Finland; ;;;Planned;;14713,49352;89,30908592; ;0,792656159;0,016693194
439;Finland; ;;;Planned;;5863,261538;65,78531311; ;0,429229161;0,011294474
440;Finland; ;;;Planned;;9742,209227;113,8634685; ;0,559415524;0,021565205
441;Finland; ;;;Planned;;16561,92617;109,266767; ;0,738077322;0,020692112
442;Finland; ;;;Planned;;27667,04512;203,6183132; ;0,86858441;0,038647829
443;Finland; ;;;Planned;;20982,20509;145,2527012; ;0,623663935;0,024730394
444;Finland; ;;;Planned;;7477,242066;98,13125046; ;0,526424911;0,016636895
445;Finland; ;;;Planned;;13737,1137;85,43797289; ;0,485908075;0,01426861
446;Finland; ;;;Planned;;12662,97858;259,7238505; ;1,656594177;0,047118352
447;Finland; ;;;Planned;;3738,986125;685,3176116; ;1,730145323;0,120007911
448;Finland; ;;;Planned;;6150,131138;1007,154648; ;6,593034534;0,163890363
449;Finland; ;;;Planned;;6150,131138;1007,154648; ;6,593034534;0,163890363
450;Denmark; ;;;Planned;;5000,55137;10079,2766; ;14,92630586;1,458696544
451;Denmark; ;;;Planned;;0;5713,909591; ;18,9809048;0,824433608
452;Poland;PZP_14;;;Planned;;26188,49373;459,8387226; ;1,078344213;0,063741833
453;Poland;PZP_43;;;Planned;;38531,50994;118,3828206; ;0,579302982;0,016593536
454;Poland;PZP_44;;;Planned;;27742,7124;162,6616386; ;0,834489381;0,02286675
455;Poland;PZP_45;;;Planned;;22219,33224;698,922781; ;2,208328477;0,098233622
456;Poland;PZP_46;;;Planned;;22358,43708;249,7183915; ;1,124284668;0,03510652
457;Poland;PZP_53;;;Planned;;5383,810329;150,2148974; ;0,85509869;0,021309733
458;Poland;PZP_60;;;Planned;;43485,45965;470,8474273; ;1,977716466;0,067059163
459;Germany;EN16;;;Planned;;145718,3274;294,1253757; ;1,353289318;0,041840463
460;Germany;EN17;;;Planned;;176172,0098;345,9775546; ;1,896827992;0,048890066
461;Germany;EN20;;;Planned;;197543,0461;67,3954127; ;0,422165065;0,00951929
462;Germany;EN10;;;Planned;;109487,3586;194,7805689; ;0,932701877;0,027044192
463;Germany;EN4;;;Planned;;23501,83221;148,0239393; ;0,63496237;0,020502001
464;Germany;EN5;;;Planned;;66371,4509;124,4853333; ;0,911847902;0,017541822
465;Germany;EN11;;;Planned;;106404,0446;354,8655204; ;0,915740646;0,049540539
466;Germany;EN12;;;Planned;;116675,362;493,8070148; ;1,203367243;0,068950248
467;Germany;EN18;;;Planned;;182450,9827;193,7713473; ;1,361894895;0,027363007
468;Germany;EO1;;;Planned;;33486,99831;129,0261336; ;0,589070187;0,018032769
469;Germany;EN14;;;Planned;;136331,9333;145,0019052; ;0,72565692;0,020290407
470;Germany;EN15;;;Planned;;164082,1762;137,6148398; ;0,95709407;0,019280193
471;Germany;EN13-Nord;;;Planned;;101017,3334;30,86843509; ;0,338474297;0,004360431
472;Germany;EO2;;;Planned;;26311,57666;122,4041061; ;0,638874389;0,017114303
473;Germany;EO3;;;Planned;;33139,0592;28,11504335; ;0,330648426;0,003943883
474;Germany;EN13;;;Planned;;107776,7484;367,5358173; ;0,903413503;0,051694541
475;Germany;EN7;;;Planned;;75915,23283;162,8734506; ;0,700899367;0,022496733
476;Germany;EN19;;;Planned;;260465,4326;559,479437; ;1,3647459;0,080017784
477;Germany;EO2-West;;;Planned;;22586,21724;54,68462786; ;0,572532052;0,007645608
478;Germany;EN2;;;Planned;;34234,96815;222,6191141; ;0,668040808;0,030505772
479;Germany;EN8;;;Planned;;85566,81503;168,16378; ;0,661037958;0,023321227
480;Germany;EN6;;;Planned;;83701,82565;249,0120304; ;0,837359837;0,034351484
481;Germany;EN9;;;Planned;;98842,03981;453,2507781; ;1,160841271;0,062842022
482;Germany;EN1;;;Planned;;53084,41156;78,511959; ;0,512668965;0,01076439
483;Germany;EN3;;;Planned;;32050,95738;307,6524991; ;0,979343366;0,042172904
484;Sweden;B151;;;Planned;;21858,21631;204,6414175; ;0,841307711;0,033871113
485;Sweden;V302;;;Planned;;24645,92416;65,56800755; ;0,454929029;0,009584469
486;Sweden;Ö287;;;Planned;;4890,512285;7,316905452; ;0,13073352;0,001040281
487;Sweden;B147;;;Planned;;48246,77006;221,904603; ;0,853802299;0,036886756
488;Sweden;B107;;;Planned;;3172,624608;39,21258744; ;0,367181646;0,007211631
489;Sweden;B108;;;Planned;;7566,704639;41,83541643; ;0,354840004;0,007666802
490;Sweden;B142;;;Planned;;6822,523541;163,7447938; ;0,644295984;0,027609241
491;Sweden;B143;;;Planned;;43564,0602;471,8406678; ;1,450291425;0,079182958
492;Sweden;B146;;;Planned;;2147,932849;190,960838; ;0,692964607;0,031799801
493;Sweden;B152;;;Planned;;9959,891661;183,4454058; ;0,838478383;0,030279946
494;Sweden;Ö248;;;Planned;;47698,45293;484,7355203; ;1,07988248;0,069179851
495;Sweden;Ö285;;;Planned;;28613,09449;70,5029344; ;0,503720805;0,009913261
496;Sweden;V317;;;Planned;;7386,149169;66,11630846; ;0,406889317;0,009719435
497;Sweden;V305;;;Planned;;6362,56622;24,49952307; ;0,259370079;0,003603713
498;Netherlands;Windenergiegebied Borssele noordzijde;;;Planned;;26591,55347;114,2915672; ;0,630177259;0,014872481
499;Netherlands;Windenergiegebied Borssele zuidzijde;;;Planned;;23718,55279;247,7724152; ;0,890096798;0,032248299
500;Netherlands;HKW Noord - HKW-N;;;Planned;;51547,79345;206,7968402; ;0,818569934;0,027449219
501;Netherlands;IJmuiden Ver 2021 - Y-VER;;;Planned;;62023,33718;460,7720274; ;1,063332645;0,061440226
502;Netherlands;Hollandse Kust west zuidelijk deel (HK-w-z);;;Planned;;54119,38552;132,1367655; ;0,632389786;0,01750728
503;Netherlands;Gebied 2 Zuid (2-z);;;Planned;;40718,96994;87,21617902; ;0,555383861;0,01168331
504;Netherlands;Gebied 2 Noord (2-n);;;Planned;;32505,44247;757,893568; ;1,649666426;0,102159542
505;Netherlands;Gebied 1 Zuid (1-z);;;Planned;;92597,17409;273,397741; ;0,887214656;0,036707229
506;Netherlands;IJmuiden Ver Noord (IJ-Ver-n);;;Planned;;49466,8982;242,2849445; ;0,927479413;0,032484333
507;Netherlands;Gebied 5 Oost (5-o);;;Planned;;82889,24386;385,4848179; ;1,251833185;0,053196744
508;Netherlands;Gebied 1 Noord (1-n);;;Planned;;91935,6667;674,1543967; ;1,232054042;0,09112453
509;Spain;ZAPER_CAN_LANZ1;;;Planned;;1710,431387;97,41250804; ;0,715223422;0,009023846
510;Spain;ZAPER_CAN_FV2;;;Planned;;5280,591795;16,26485484; ;0,165071299;0,001498654
511;Spain;ZAPER_CAN_FV1;;;Planned;;5168,663452;192,3398117; ;0,863978305;0,0176757
512;Spain;ZAPER_CAN_TEN2;;;Planned;;823,9847962;70,80751856; ;0,57622802;0,006507829
513;Spain;ZAPER_CAN_TEN1;;;Planned;;959,4347307;21,32962387; ;0,243831187;0,001956875
514;Spain;ZAPER_LEBA_1;;;Planned;;10965,74852;250,1858066; ;0,706701008;0,027254319
515;Spain;ZAPER_LEBA_2;;;Planned;;4756,470316;147,4277748; ;0,613780066;0,015563866
516;Spain;ZAPER_LEBA_3;;;Planned;;10762,268;77,68908895; ;0,379515038;0,008179939
517;Spain;ZAPER_NOR_2;;;Planned;;28752,00064;1807,819544; ;2,005397012;0,2025728
518;Spain;ZAPER_NOR_3;;;Planned;;22455,25545;113,0449916; ;0,481563605;0,012685534
519;Spain;ZAPER_NOR_5;;;Planned;;20428,82931;236,3779918; ;0,693345667;0,026503223
520;Spain;ZAPER_NOR_6;;;Planned;;29573,72243;104,9929694; ;0,439978255;0,011761409
521;Spain;ZAPER_NOR_7;;;Planned;;28895,30818;80,17800248; ;0,379913201;0,008978444
522;Spain;ZAPER_NOR_8;;;Planned;;13858,34471;152,402306; ;0,569251697;0,017048102
523;Spain;ZAPER_NOR_1;;;Planned;;22340,54269;117,725027; ;0,516221711;0,012766533
524;Spain;ZAPER_ESAL_2;;;Planned;;7113,474111;688,9173877; ;1,310633183;0,069350279
525;Spain;ZAPER_ESAL_1;;;Planned;;13606,06497;534,3566661; ;1,143947799;0,053621096
526;Spain;ZAPER_NOR_4;;;Planned;;22099,6937;77,75321704; ;0,597660378;0,008724803
527;Spain;ZAPER_CAN_GC1;;;Planned;;6352,036015;164,0144288; ;0,606343123;0,015024522
528;Estonia; ;;;Planned;;10936,26402;475,4376375; ;1,726148041;0,071913558
529;Estonia; ;;;Planned;;9903,634178;1217,896092; ;2,350754074;0,185726932
530;Estonia; ;;;Planned;;53078,63206;87,96421675; ;0,474493739;0,013417006
531;Portugal;WindFloat Atlantic;3;25;Production;2020;13145,9221;52,0286474; ;0,358788668;0,00563626
